Alue,Vuosi,"Asuntoväestö, henkilöä","Asuntoväestö, lapsia",Pienituloisten henkilöiden lukumäärä (raja 60 % mediaanista),Pienituloisten lasten lukumäärä asuntoväestössä,Asuntoväestön pienituloisuusaste (raja 60 % mediaanista),Asuntoväestöön kuuluvien lasten pienituloisuusaste,Pitkittyneesti pienituloisten henkilöiden lukumäärä (raja 60 % mediaanista),Pitkittyneesti pienituloisten lasten lukumäärä asuntoväestössä,Pitkittyneesti pienituloisten henkilöiden osuus (raja 60 % mediaanista),Pitkittyneesti pienituloisten lasten osuus asuntoväestössä
Evijärvi,2003,2927,,384,,13.1,,226,,7.7,
Evijärvi,2004,2865,,372,,13,,227,,7.9,
Evijärvi,2005,2846,,393,,13.8,,222,,7.8,
Evijärvi,2006,2790,,434,,15.6,,225,,8.1,
Evijärvi,2007,2768,,388,,14,,237,,8.6,
Evijärvi,2008,2717,,405,,14.9,,260,,9.6,
Evijärvi,2009,2704,,395,,14.6,,257,,9.5,
Evijärvi,2010,2694,555,367,70,13.6,12.6,247,,9.2,
Evijärvi,2011,2683,563,370,63,13.8,11.2,247,,9.2,
Evijärvi,2012,2622,530,305,36,11.6,6.8,219,,8.4,
Evijärvi,2013,2616,522,313,45,12,8.6,200,24,7.6,4.6
Evijärvi,2014,2589,522,291,42,11.2,8,186,,7.2,
Evijärvi,2015,2511,503,279,35,11.1,7,173,,6.9,
Evijärvi,2016,2480,488,278,38,11.2,7.8,165,,6.7,
Evijärvi,2017,2443,487,283,46,11.6,9.4,166,,6.8,
Evijärvi,2018,2418,488,310,45,12.8,9.2,184,,7.6,
Evijärvi,2019,2375,483,313,44,13.2,9.1,197,23,8.3,4.8
Evijärvi,2020,2361,464,279,38,11.8,8.2,200,21,8.5,4.5
Evijärvi,2021,2365,459,278,29,11.8,6.3,171,,7.2,
Evijärvi,2022,2310,455,301,49,13,10.8,200,21,8.7,4.6
Finström,1995,2232,,152,,6.8,,,,,
Finström,1996,2269,,154,,6.8,,,,,
Finström,1997,2259,,129,,5.7,,,,,
Finström,1998,2259,,132,,5.8,,70,,3.1,
Finström,1999,2263,,132,,5.8,,58,,2.6,
Finström,2000,2271,,131,,5.8,,68,,3,
Finström,2001,2274,,126,,5.5,,67,,2.9,
Finström,2002,2302,,130,,5.6,,70,,3,
Finström,2003,2336,,130,,5.6,,80,,3.4,
Finström,2004,2377,,134,,5.6,,73,,3.1,
Finström,2005,2421,,165,,6.8,,75,,3.1,
Finström,2006,2434,,182,,7.5,,81,,3.3,
Finström,2007,2433,,179,,7.4,,88,,3.6,
Finström,2008,2454,,188,,7.7,,95,,3.9,
Finström,2009,2454,,187,,7.6,,100,,4.1,
Finström,2010,2466,558,176,22,7.1,3.9,109,,4.4,
Finström,2011,2482,570,179,38,7.2,6.7,97,,3.9,
Finström,2012,2489,563,194,47,7.8,8.3,92,,3.7,
Finström,2013,2486,556,196,47,7.9,8.5,99,,4,
Finström,2014,2503,535,206,49,8.2,9.2,113,24,4.5,4.5
Finström,2015,2500,537,232,56,9.3,10.4,119,23,4.8,4.3
Finström,2016,2557,554,217,57,8.5,10.3,105,,4.1,
Finström,2017,2532,543,206,55,8.1,10.1,98,,3.9,
Finström,2018,2538,548,205,60,8.1,10.9,105,22,4.1,4
Finström,2019,2533,555,202,53,8,9.5,90,,3.6,
Finström,2020,2541,553,218,55,8.6,9.9,90,,3.5,
Finström,2021,2577,559,210,53,8.1,9.5,84,,3.3,
Finström,2022,2547,544,266,73,10.4,13.4,107,21,4.2,3.9
Forssa,1995,19279,,1876,,9.7,,,,,
Forssa,1996,18976,,1910,,10.1,,,,,
Forssa,1997,18780,,2233,,11.9,,,,,
Forssa,1998,18516,,2564,,13.8,,1127,,6.1,
Forssa,1999,18311,,2553,,13.9,,1281,,7,
Forssa,2000,18173,,2714,,14.9,,1410,,7.8,
Forssa,2001,17986,,2672,,14.9,,1553,,8.6,
Forssa,2002,17853,,2561,,14.3,,1609,,9,
Forssa,2003,17740,,2671,,15.1,,1669,,9.4,
Forssa,2004,17711,,2935,,16.6,,1687,,9.5,
Forssa,2005,17553,,2877,,16.4,,1686,,9.6,
Forssa,2006,17529,,3013,,17.2,,1885,,10.8,
Forssa,2007,17468,,3178,,18.2,,1895,,10.8,
Forssa,2008,17485,,3154,,18,,1942,,11.1,
Forssa,2009,17420,,3159,,18.1,,1997,,11.5,
Forssa,2010,17506,2978,3122,441,17.8,14.8,2046,,11.7,
Forssa,2011,17417,2924,3096,452,17.8,15.5,1981,,11.4,
Forssa,2012,17336,2855,2838,389,16.4,13.6,1865,,10.8,
Forssa,2013,17272,2815,2806,394,16.2,14,1871,198,10.8,7
Forssa,2014,17136,2741,2703,375,15.8,13.7,1794,166,10.5,6.1
Forssa,2015,17040,2694,2601,353,15.3,13.1,1687,156,9.9,5.8
Forssa,2016,16965,2682,2613,360,15.4,13.4,1696,157,10,5.9
Forssa,2017,16811,2635,2695,369,16,14,1614,130,9.6,4.9
Forssa,2018,16650,2573,2808,398,16.9,15.5,1678,160,10.1,6.2
Forssa,2019,16540,2510,2825,360,17.1,14.3,1789,151,10.8,6
Forssa,2020,16458,2453,2764,373,16.8,15.2,1851,178,11.2,7.3
Forssa,2021,16185,2362,2809,357,17.4,15.1,1855,188,11.5,8
Forssa,2022,16075,2310,2858,385,17.8,16.7,1860,180,11.6,7.8
Föglö,1995,596,,58,,9.7,,,,,
Föglö,1996,588,,54,,9.2,,,,,
Föglö,1997,588,,68,,11.6,,,,,
Föglö,1998,587,,60,,10.2,,26,,4.4,
Föglö,1999,588,,68,,11.6,,41,,7,
Föglö,2000,584,,58,,9.9,,41,,7,
Föglö,2001,578,,62,,10.7,,40,,6.9,
Föglö,2002,585,,61,,10.4,,40,,6.8,
Föglö,2003,591,,87,,14.7,,44,,7.4,
Föglö,2004,591,,71,,12,,42,,7.1,
Föglö,2005,581,,67,,11.5,,44,,7.6,
Föglö,2006,568,,65,,11.4,,48,,8.5,
Föglö,2007,563,,71,,12.6,,43,,7.6,
Föglö,2008,556,,65,,11.7,,42,,7.6,
Föglö,2009,540,,54,,10,,44,,8.1,
Föglö,2010,558,100,60,,10.8,,38,,6.8,
Föglö,2011,563,95,72,,12.8,,47,,8.3,
Föglö,2012,563,92,71,,12.6,,39,,6.9,
Föglö,2013,555,96,67,,12.1,,41,,7.4,
Föglö,2014,549,97,79,,14.4,,41,,7.5,
Föglö,2015,529,89,61,,11.5,,36,,6.8,
Föglö,2016,541,95,56,,10.4,,31,,5.7,
Föglö,2017,510,86,59,,11.6,,32,,6.3,
Föglö,2018,514,84,58,,11.3,,32,,6.2,
Föglö,2019,507,84,56,,11,,30,,5.9,
Föglö,2020,501,86,61,,12.2,,40,,8,
Föglö,2021,470,79,52,,11.1,,33,,7,
Föglö,2022,474,80,57,,12,,37,,7.8,
Geta,1995,455,,73,,16,,,,,
Geta,1996,470,,45,,9.6,,,,,
Geta,1997,474,,71,,15,,,,,
Geta,1998,470,,64,,13.6,,35,,7.4,
Geta,1999,477,,56,,11.7,,29,,6.1,
Geta,2000,474,,85,,17.9,,41,,8.6,
Geta,2001,473,,70,,14.8,,44,,9.3,
Geta,2002,466,,73,,15.7,,52,,11.2,
Geta,2003,458,,81,,17.7,,47,,10.3,
Geta,2004,458,,63,,13.8,,38,,8.3,
Geta,2005,440,,70,,15.9,,53,,12,
Geta,2006,446,,68,,15.2,,49,,11,
Geta,2007,441,,71,,16.1,,43,,9.8,
Geta,2008,452,,63,,13.9,,31,,6.9,
Geta,2009,450,,63,,14,,41,,9.1,
Geta,2010,467,84,58,,12.4,,36,,7.7,
Geta,2011,486,96,66,,13.6,,36,,7.4,
Geta,2012,489,97,88,21,18,21.6,38,,7.8,
Geta,2013,493,88,93,,18.9,,53,,10.8,
Geta,2014,487,84,87,,17.9,,62,,12.7,
Geta,2015,493,91,75,,15.2,,51,,10.3,
Geta,2016,484,90,68,,14,,53,,11,
Geta,2017,473,84,74,,15.6,,46,,9.7,
Geta,2018,496,94,67,,13.5,,42,,8.5,
Geta,2019,483,95,75,,15.5,,35,,7.2,
Geta,2020,489,94,82,,16.8,,32,,6.5,
Geta,2021,489,94,72,,14.7,,46,,9.4,
Geta,2022,494,94,89,21,18,22.3,46,,9.3,
Haapajärvi,1995,8392,,731,,8.7,,,,,
Haapajärvi,1996,8371,,758,,9.1,,,,,
Haapajärvi,1997,8353,,926,,11.1,,,,,
Haapajärvi,1998,8335,,1047,,12.6,,465,,5.6,
Haapajärvi,1999,8193,,1079,,13.2,,559,,6.8,
Haapajärvi,2000,8129,,1070,,13.2,,543,,6.7,
Haapajärvi,2001,8067,,1247,,15.5,,592,,7.3,
Haapajärvi,2002,8038,,1322,,16.4,,706,,8.8,
Haapajärvi,2003,7947,,1272,,16,,730,,9.2,
Haapajärvi,2004,7879,,1331,,16.9,,800,,10.2,
Haapajärvi,2005,7752,,1281,,16.5,,771,,9.9,
Haapajärvi,2006,7697,,1410,,18.3,,855,,11.1,
Haapajärvi,2007,7709,,1535,,19.9,,912,,11.8,
Haapajärvi,2008,7611,,1450,,19.1,,876,,11.5,
Haapajärvi,2009,7562,,1446,,19.1,,953,,12.6,
Haapajärvi,2010,7486,1926,1451,433,19.4,22.5,961,,12.8,
Haapajärvi,2011,7439,1922,1443,417,19.4,21.7,1000,,13.4,
Haapajärvi,2012,7479,1917,1375,401,18.4,20.9,970,,13,
Haapajärvi,2013,7463,1902,1358,405,18.2,21.3,942,251,12.6,13.2
Haapajärvi,2014,7355,1840,1249,373,17,20.3,877,226,11.9,12.3
Haapajärvi,2015,7324,1812,1291,363,17.6,20,854,217,11.7,12
Haapajärvi,2016,7204,1761,1202,322,16.7,18.3,803,198,11.1,11.2
Haapajärvi,2017,7109,1673,1174,309,16.5,18.5,795,193,11.2,11.5
Haapajärvi,2018,7020,1647,1174,308,16.7,18.7,750,162,10.7,9.8
Haapajärvi,2019,6896,1592,1205,316,17.5,19.8,774,170,11.2,10.7
Haapajärvi,2020,6780,1546,1115,292,16.4,18.9,716,144,10.6,9.3
Haapajärvi,2021,6677,1502,1042,235,15.6,15.6,747,146,11.2,9.7
Haapajärvi,2022,6566,1423,987,184,15,12.9,692,107,10.5,7.5
Haapavesi,1995,8265,,777,,9.4,,,,,
Haapavesi,1996,8189,,885,,10.8,,,,,
Haapavesi,1997,8137,,981,,12.1,,,,,
Haapavesi,1998,8058,,1055,,13.1,,467,,5.8,
Haapavesi,1999,7965,,1147,,14.4,,564,,7.1,
Haapavesi,2000,7889,,1260,,16,,645,,8.2,
Haapavesi,2001,7772,,1187,,15.3,,684,,8.8,
Haapavesi,2002,7747,,1168,,15.1,,721,,9.3,
Haapavesi,2003,7684,,1254,,16.3,,713,,9.3,
Haapavesi,2004,7620,,1303,,17.1,,747,,9.8,
Haapavesi,2005,7578,,1351,,17.8,,775,,10.2,
Haapavesi,2006,7408,,1439,,19.4,,823,,11.1,
Haapavesi,2007,7420,,1429,,19.3,,894,,12,
Haapavesi,2008,7388,,1322,,17.9,,949,,12.8,
Haapavesi,2009,7291,,1367,,18.7,,945,,13,
Haapavesi,2010,7311,1899,1363,419,18.6,22.1,880,,12,
Haapavesi,2011,7271,1877,1317,386,18.1,20.6,787,,10.8,
Haapavesi,2012,7173,1846,1226,350,17.1,19,805,,11.2,
Haapavesi,2013,7133,1820,1166,325,16.3,17.9,792,188,11.1,10.3
Haapavesi,2014,7078,1826,1011,296,14.3,16.2,692,175,9.8,9.6
Haapavesi,2015,7068,1818,1131,325,16,17.9,730,172,10.3,9.5
Haapavesi,2016,6983,1822,1079,302,15.5,16.6,671,151,9.6,8.3
Haapavesi,2017,6853,1771,1124,322,16.4,18.2,639,149,9.3,8.4
Haapavesi,2018,6731,1715,1161,353,17.2,20.6,682,167,10.1,9.7
Haapavesi,2019,6635,1686,1119,331,16.9,19.6,682,174,10.3,10.3
Haapavesi,2020,6537,1630,967,262,14.8,16.1,660,155,10.1,9.5
Haapavesi,2021,6479,1581,978,239,15.1,15.1,612,128,9.4,8.1
Haapavesi,2022,6464,1554,1036,249,16,16,622,122,9.6,7.9
Hailuoto,1995,952,,82,,8.6,,,,,
Hailuoto,1996,964,,98,,10.2,,,,,
Hailuoto,1997,955,,98,,10.3,,,,,
Hailuoto,1998,954,,102,,10.7,,58,,6.1,
Hailuoto,1999,956,,127,,13.3,,64,,6.7,
Hailuoto,2000,947,,135,,14.3,,67,,7.1,
Hailuoto,2001,954,,120,,12.6,,79,,8.3,
Hailuoto,2002,948,,132,,13.9,,88,,9.3,
Hailuoto,2003,960,,125,,13,,91,,9.5,
Hailuoto,2004,969,,121,,12.5,,92,,9.5,
Hailuoto,2005,949,,150,,15.8,,97,,10.2,
Hailuoto,2006,983,,171,,17.4,,94,,9.6,
Hailuoto,2007,976,,143,,14.7,,103,,10.6,
Hailuoto,2008,1014,,136,,13.4,,98,,9.7,
Hailuoto,2009,1002,,129,,12.9,,80,,8,
Hailuoto,2010,990,152,145,30,14.6,19.7,89,,9,
Hailuoto,2011,987,153,135,26,13.7,17,92,,9.3,
Hailuoto,2012,970,143,151,33,15.6,23.1,110,,11.3,
Hailuoto,2013,984,149,139,36,14.1,24.2,120,33,12.2,22.1
Hailuoto,2014,985,145,124,34,12.6,23.4,87,,8.8,
Hailuoto,2015,979,146,118,32,12.1,21.9,91,22,9.3,15.1
Hailuoto,2016,974,147,107,22,11,15,74,,7.6,
Hailuoto,2017,951,142,99,,10.4,,72,,7.6,
Hailuoto,2018,958,153,126,30,13.2,19.6,76,,7.9,
Hailuoto,2019,951,150,131,25,13.8,16.7,77,,8.1,
Hailuoto,2020,936,139,108,,11.5,,74,,7.9,
Hailuoto,2021,934,137,97,,10.4,,62,,6.6,
Hailuoto,2022,946,145,102,,10.8,,67,,7.1,
Halsua,1995,1618,,216,,13.3,,,,,
Halsua,1996,1616,,215,,13.3,,,,,
Halsua,1997,1593,,221,,13.9,,,,,
Halsua,1998,1566,,211,,13.5,,104,,6.6,
Halsua,1999,1575,,228,,14.5,,117,,7.4,
Halsua,2000,1521,,210,,13.8,,124,,8.2,
Halsua,2001,1506,,215,,14.3,,134,,8.9,
Halsua,2002,1465,,216,,14.7,,141,,9.6,
Halsua,2003,1471,,220,,15,,136,,9.2,
Halsua,2004,1421,,229,,16.1,,132,,9.3,
Halsua,2005,1409,,222,,15.8,,132,,9.4,
Halsua,2006,1366,,242,,17.7,,145,,10.6,
Halsua,2007,1335,,242,,18.1,,147,,11,
Halsua,2008,1313,,208,,15.8,,141,,10.7,
Halsua,2009,1286,,219,,17,,147,,11.4,
Halsua,2010,1253,237,158,21,12.6,8.9,119,,9.5,
Halsua,2011,1243,232,182,23,14.6,9.9,137,,11,
Halsua,2012,1217,228,184,26,15.1,11.4,131,,10.8,
Halsua,2013,1199,220,154,21,12.8,9.5,129,,10.8,
Halsua,2014,1197,216,162,20,13.5,9.3,122,,10.2,
Halsua,2015,1198,217,184,31,15.4,14.3,131,,10.9,
Halsua,2016,1188,214,172,32,14.5,15,117,,9.8,
Halsua,2017,1152,205,173,30,15,14.6,117,,10.2,
Halsua,2018,1142,188,137,,12,,93,,8.1,
Halsua,2019,1104,182,174,30,15.8,16.5,115,,10.4,
Halsua,2020,1080,179,161,36,14.9,20.1,92,,8.5,
Halsua,2021,1056,181,176,34,16.7,18.8,115,22,10.9,12.2
Halsua,2022,1019,172,173,36,17,20.9,109,,10.7,
Hamina,1995,22116,,1398,,6.3,,,,,
Hamina,1996,21929,,1520,,6.9,,,,,
Hamina,1997,21873,,1765,,8.1,,,,,
Hamina,1998,21799,,2013,,9.2,,868,,4,
Hamina,1999,21645,,2094,,9.7,,979,,4.5,
Hamina,2000,21532,,2413,,11.2,,1149,,5.3,
Hamina,2001,21366,,2343,,11,,1259,,5.9,
Hamina,2002,21387,,2322,,10.9,,1405,,6.6,
Hamina,2003,21407,,2464,,11.5,,1509,,7,
Hamina,2004,21517,,2550,,11.9,,1486,,6.9,
Hamina,2005,21577,,2667,,12.4,,1593,,7.4,
Hamina,2006,21460,,2779,,12.9,,1664,,7.8,
Hamina,2007,21325,,2971,,13.9,,1814,,8.5,
Hamina,2008,21170,,2927,,13.8,,1844,,8.7,
Hamina,2009,21071,,2959,,14,,1926,,9.1,
Hamina,2010,21019,3872,2929,504,13.9,13,1879,,8.9,
Hamina,2011,21000,3848,3029,543,14.4,14.1,1893,,9,
Hamina,2012,20816,3770,2743,479,13.2,12.7,1861,,8.9,
Hamina,2013,20749,3692,2662,446,12.8,12.1,1767,236,8.5,6.4
Hamina,2014,20577,3642,2566,430,12.5,11.8,1702,208,8.3,5.7
Hamina,2015,20361,3565,2523,423,12.4,11.9,1626,194,8,5.4
Hamina,2016,20145,3474,2510,401,12.5,11.5,1603,187,8,5.4
Hamina,2017,19989,3378,2671,440,13.4,13,1657,210,8.3,6.2
Hamina,2018,19759,3278,2583,411,13.1,12.5,1647,210,8.3,6.4
Hamina,2019,19621,3216,2649,401,13.5,12.5,1685,179,8.6,5.6
Hamina,2020,19442,3116,2348,307,12.1,9.9,1649,136,8.5,4.4
Hamina,2021,19292,3062,2603,353,13.5,11.5,1725,165,8.9,5.4
Hamina,2022,19153,3005,2702,375,14.1,12.5,1733,158,9,5.3
Hammarland,1995,1279,,84,,6.6,,,,,
Hammarland,1996,1314,,132,,10,,,,,
Hammarland,1997,1326,,97,,7.3,,,,,
Hammarland,1998,1327,,107,,8.1,,57,,4.3,
Hammarland,1999,1341,,80,,6,,38,,2.8,
Hammarland,2000,1344,,101,,7.5,,49,,3.6,
Hammarland,2001,1365,,102,,7.5,,46,,3.4,
Hammarland,2002,1369,,69,,5,,35,,2.6,
Hammarland,2003,1350,,95,,7,,40,,3,
Hammarland,2004,1374,,129,,9.4,,46,,3.3,
Hammarland,2005,1372,,120,,8.7,,53,,3.9,
Hammarland,2006,1411,,115,,8.2,,50,,3.5,
Hammarland,2007,1395,,102,,7.3,,55,,3.9,
Hammarland,2008,1425,,120,,8.4,,63,,4.4,
Hammarland,2009,1441,,113,,7.8,,66,,4.6,
Hammarland,2010,1490,318,126,23,8.5,7.2,61,,4.1,
Hammarland,2011,1505,327,140,28,9.3,8.6,68,,4.5,
Hammarland,2012,1500,327,142,34,9.5,10.4,76,,5.1,
Hammarland,2013,1512,330,146,37,9.7,11.2,69,,4.6,
Hammarland,2014,1508,330,160,38,10.6,11.5,88,,5.8,
Hammarland,2015,1504,323,150,36,10,11.1,74,,4.9,
Hammarland,2016,1479,315,136,35,9.2,11.1,73,,4.9,
Hammarland,2017,1518,324,127,25,8.4,7.7,66,,4.3,
Hammarland,2018,1548,340,175,60,11.3,17.6,60,,3.9,
Hammarland,2019,1549,332,167,45,10.8,13.6,59,,3.8,
Hammarland,2020,1561,338,167,53,10.7,15.7,70,,4.5,
Hammarland,2021,1577,337,189,67,12,19.9,76,23,4.8,6.8
Hammarland,2022,1590,329,169,61,10.6,18.5,88,30,5.5,9.1
Hankasalmi,1995,5887,,638,,10.8,,,,,
Hankasalmi,1996,5793,,679,,11.7,,,,,
Hankasalmi,1997,5771,,708,,12.3,,,,,
Hankasalmi,1998,5759,,937,,16.3,,412,,7.2,
Hankasalmi,1999,5716,,975,,17.1,,464,,8.1,
Hankasalmi,2000,5638,,1055,,18.7,,580,,10.3,
Hankasalmi,2001,5607,,1122,,20,,638,,11.4,
Hankasalmi,2002,5532,,1060,,19.2,,653,,11.8,
Hankasalmi,2003,5494,,1034,,18.8,,697,,12.7,
Hankasalmi,2004,5498,,1114,,20.3,,681,,12.4,
Hankasalmi,2005,5497,,1104,,20.1,,708,,12.9,
Hankasalmi,2006,5446,,1152,,21.2,,763,,14,
Hankasalmi,2007,5400,,1172,,21.7,,732,,13.6,
Hankasalmi,2008,5429,,1141,,21,,787,,14.5,
Hankasalmi,2009,5425,,1054,,19.4,,741,,13.7,
Hankasalmi,2010,5448,1043,1068,172,19.6,16.5,745,,13.7,
Hankasalmi,2011,5390,1018,1043,170,19.4,16.7,702,,13,
Hankasalmi,2012,5353,1015,1004,132,18.8,13,673,,12.6,
Hankasalmi,2013,5300,1026,924,156,17.4,15.2,647,75,12.2,7.3
Hankasalmi,2014,5198,990,907,180,17.4,18.2,630,75,12.1,7.6
Hankasalmi,2015,5113,944,884,163,17.3,17.3,616,81,12,8.6
Hankasalmi,2016,5032,951,873,164,17.3,17.2,598,90,11.9,9.5
Hankasalmi,2017,4879,908,865,157,17.7,17.3,564,78,11.6,8.6
Hankasalmi,2018,4815,870,805,110,16.7,12.6,546,57,11.3,6.6
Hankasalmi,2019,4775,860,816,121,17.1,14.1,553,64,11.6,7.4
Hankasalmi,2020,4676,829,782,126,16.7,15.2,517,47,11.1,5.7
Hankasalmi,2021,4573,781,753,108,16.5,13.8,516,40,11.3,5.1
Hankasalmi,2022,4513,758,752,89,16.7,11.7,517,50,11.5,6.6
Hanko,1995,10684,,689,,6.4,,,,,
Hanko,1996,10471,,717,,6.8,,,,,
Hanko,1997,10291,,801,,7.8,,,,,
Hanko,1998,10136,,851,,8.4,,366,,3.6,
Hanko,1999,10023,,878,,8.8,,435,,4.3,
Hanko,2000,9879,,940,,9.5,,487,,4.9,
Hanko,2001,9832,,890,,9.1,,495,,5,
Hanko,2002,9826,,935,,9.5,,531,,5.4,
Hanko,2003,9744,,930,,9.5,,544,,5.6,
Hanko,2004,9741,,1014,,10.4,,547,,5.6,
Hanko,2005,9656,,954,,9.9,,538,,5.6,
Hanko,2006,9544,,993,,10.4,,574,,6,
Hanko,2007,9511,,1067,,11.2,,619,,6.5,
Hanko,2008,9449,,1012,,10.7,,620,,6.6,
Hanko,2009,9409,,1044,,11.1,,633,,6.7,
Hanko,2010,9269,1685,1021,199,11,11.8,653,,7,
Hanko,2011,9199,1684,1059,209,11.5,12.4,626,,6.8,
Hanko,2012,9057,1625,1038,212,11.5,13,628,,6.9,
Hanko,2013,8910,1551,1046,220,11.7,14.2,614,99,6.9,6.4
Hanko,2014,8803,1506,953,189,10.8,12.5,609,103,6.9,6.8
Hanko,2015,8648,1461,935,171,10.8,11.7,610,100,7.1,6.8
Hanko,2016,8457,1416,872,152,10.3,10.7,554,80,6.6,5.6
Hanko,2017,8306,1354,814,123,9.8,9.1,513,62,6.2,4.6
Hanko,2018,8192,1301,832,130,10.2,10,515,63,6.3,4.8
Hanko,2019,7994,1231,805,120,10.1,9.7,502,52,6.3,4.2
Hanko,2020,7846,1185,800,136,10.2,11.5,499,65,6.4,5.5
Hanko,2021,7786,1157,776,100,10,8.6,519,61,6.7,5.3
Hanko,2022,7627,1099,758,94,9.9,8.6,507,53,6.6,4.8
Harjavalta,1995,8335,,507,,6.1,,,,,
Harjavalta,1996,8228,,591,,7.2,,,,,
Harjavalta,1997,8162,,626,,7.7,,,,,
Harjavalta,1998,8002,,648,,8.1,,277,,3.5,
Harjavalta,1999,7944,,734,,9.2,,356,,4.5,
Harjavalta,2000,7819,,862,,11,,384,,4.9,
Harjavalta,2001,7699,,903,,11.7,,434,,5.6,
Harjavalta,2002,7654,,875,,11.4,,529,,6.9,
Harjavalta,2003,7651,,966,,12.6,,578,,7.6,
Harjavalta,2004,7640,,1058,,13.8,,587,,7.7,
Harjavalta,2005,7573,,1099,,14.5,,647,,8.5,
Harjavalta,2006,7599,,1116,,14.7,,716,,9.4,
Harjavalta,2007,7531,,1182,,15.7,,733,,9.7,
Harjavalta,2008,7452,,1081,,14.5,,714,,9.6,
Harjavalta,2009,7421,,1062,,14.3,,752,,10.1,
Harjavalta,2010,7401,1314,1044,173,14.1,13.2,717,,9.7,
Harjavalta,2011,7347,1305,1077,178,14.7,13.6,712,,9.7,
Harjavalta,2012,7322,1292,1066,185,14.6,14.3,712,,9.7,
Harjavalta,2013,7244,1282,997,179,13.8,14,705,100,9.7,7.8
Harjavalta,2014,7186,1272,959,170,13.3,13.4,668,88,9.3,6.9
Harjavalta,2015,7113,1263,920,156,12.9,12.4,630,77,8.9,6.1
Harjavalta,2016,7064,1239,967,183,13.7,14.8,630,71,8.9,5.7
Harjavalta,2017,6982,1221,961,156,13.8,12.8,644,86,9.2,7
Harjavalta,2018,6842,1183,984,150,14.4,12.7,654,88,9.6,7.4
Harjavalta,2019,6757,1161,983,157,14.5,13.5,651,74,9.6,6.4
Harjavalta,2020,6702,1124,915,132,13.7,11.7,649,67,9.7,6
Harjavalta,2021,6608,1086,969,139,14.7,12.8,655,56,9.9,5.2
Harjavalta,2022,6578,1085,966,128,14.7,11.8,647,57,9.8,5.3
Hartola,1995,4054,,610,,15,,,,,
Hartola,1996,3961,,665,,16.8,,,,,
Hartola,1997,3873,,730,,18.8,,,,,
Hartola,1998,3852,,767,,19.9,,448,,11.6,
Hartola,1999,3812,,731,,19.2,,463,,12.1,
Hartola,2000,3767,,823,,21.8,,512,,13.6,
Hartola,2001,3741,,862,,23,,531,,14.2,
Hartola,2002,3708,,792,,21.4,,529,,14.3,
Hartola,2003,3659,,794,,21.7,,560,,15.3,
Hartola,2004,3600,,870,,24.2,,560,,15.6,
Hartola,2005,3576,,843,,23.6,,549,,15.4,
Hartola,2006,3474,,879,,25.3,,572,,16.5,
Hartola,2007,3481,,907,,26.1,,606,,17.4,
Hartola,2008,3380,,869,,25.7,,623,,18.4,
Hartola,2009,3293,,774,,23.5,,582,,17.7,
Hartola,2010,3274,502,734,98,22.4,19.5,559,,17.1,
Hartola,2011,3193,464,785,121,24.6,26.1,568,,17.8,
Hartola,2012,3124,441,723,95,23.1,21.5,529,,16.9,
Hartola,2013,3021,425,668,73,22.1,17.2,497,55,16.5,12.9
Hartola,2014,2995,424,661,101,22.1,23.8,492,64,16.4,15.1
Hartola,2015,2896,392,696,113,24,28.8,464,54,16,13.8
Hartola,2016,2828,377,613,88,21.7,23.3,446,50,15.8,13.3
Hartola,2017,2775,357,586,82,21.1,23,377,27,13.6,7.6
Hartola,2018,2683,317,590,67,22,21.1,419,37,15.6,11.7
Hartola,2019,2612,294,553,68,21.2,23.1,365,28,14,9.5
Hartola,2020,2564,289,523,71,20.4,24.6,355,32,13.8,11.1
Hartola,2021,2537,284,507,66,20,23.2,361,32,14.2,11.3
Hartola,2022,2499,266,494,53,19.8,19.9,359,33,14.4,12.4
Hattula,1995,9001,,605,,6.7,,,,,
Hattula,1996,8991,,656,,7.3,,,,,
Hattula,1997,8970,,684,,7.6,,,,,
Hattula,1998,8926,,718,,8,,322,,3.6,
Hattula,1999,9004,,778,,8.6,,376,,4.2,
Hattula,2000,9001,,830,,9.2,,445,,4.9,
Hattula,2001,8994,,866,,9.6,,465,,5.2,
Hattula,2002,9011,,818,,9.1,,499,,5.5,
Hattula,2003,9035,,941,,10.4,,536,,5.9,
Hattula,2004,9119,,942,,10.3,,556,,6.1,
Hattula,2005,9145,,973,,10.6,,586,,6.4,
Hattula,2006,9243,,952,,10.3,,578,,6.3,
Hattula,2007,9296,,1010,,10.9,,596,,6.4,
Hattula,2008,9454,,1002,,10.6,,628,,6.6,
Hattula,2009,9501,,1007,,10.6,,588,,6.2,
Hattula,2010,9546,2191,895,175,9.4,8,549,,5.8,
Hattula,2011,9560,2192,955,205,10,9.4,567,,5.9,
Hattula,2012,9584,2171,858,154,9,7.1,544,,5.7,
Hattula,2013,9565,2180,845,180,8.8,8.3,554,86,5.8,3.9
Hattula,2014,9603,2157,865,188,9,8.7,530,72,5.5,3.3
Hattula,2015,9615,2163,769,136,8,6.3,468,50,4.9,2.3
Hattula,2016,9546,2126,757,146,7.9,6.9,432,44,4.5,2.1
Hattula,2017,9470,2077,746,120,7.9,5.8,440,40,4.6,1.9
Hattula,2018,9340,2013,798,161,8.5,8,444,55,4.8,2.7
Hattula,2019,9279,2005,810,164,8.7,8.2,455,57,4.9,2.8
